Date,Gear,Shaft,Bearing
2016-08-16,225,230,303
2016-08-17,215,219,302
2016-08-18,217,232,283
2016-08-19,216,215,286
2016-08-20,216,237,296
2016-08-21,204,238,290
2016-08-22,202,225,291
2016-08-23,199,234,290
2016-08-24,200,228,286
2016-08-25,193,223,301
2016-08-26,195,222,304
2016-08-27,207,217,291
2016-08-28,209,244,290
2016-08-29,191,221,307
2016-08-30,215,248,290
2016-08-31,205,222,294
2016-09-01,216,246,303
2016-09-02,204,231,292
2016-09-03,215,238,306
2016-09-04,208,224,285
2016-09-05,207,247,301
2016-09-06,187,233,281
2016-09-07,201,249,303
2016-09-08,197,249,292
2016-09-09,208,247,294
2016-09-10,215,227,290
2016-09-11,199,248,289
2016-09-12,207,229,281
2016-09-13,188,240,296
2016-09-14,206,234,280
2016-09-15,191,233,292
2016-09-16,205,239,294
2016-09-17,195,253,281
2016-09-18,204,256,289
2016-09-19,192,244,280
2016-09-20,189,246,294
2016-09-21,186,240,308
2016-09-22,191,249,309
2016-09-23,202,239,291
2016-09-24,207,244,290
2016-09-25,191,237,291
2016-09-26,191,259,287
2016-09-27,185,245,287
2016-09-28,205,259,282
2016-09-29,185,240,289
2016-09-30,207,261,291
2016-10-01,212,241,286
2016-10-02,207,252,285
2016-10-03,189,259,286
2016-10-04,205,258,301
2016-10-05,188,245,299
2016-10-06,186,249,307
2016-10-07,184,248,300
2016-10-08,213,251,306
2016-10-09,187,262,281
2016-10-10,203,246,285
2016-10-11,188,239,280
2016-10-12,201,268,294
2016-10-13,204,245,296
2016-10-14,188,252,308
2016-10-15,209,254,291
2016-10-16,196,255,308
2016-10-17,192,256,293
2016-10-18,197,267,305
2016-10-19,207,266,299
2016-10-20,203,267,295
2016-10-21,199,258,300
2016-10-22,189,273,300
2016-10-23,189,269,292
2016-10-24,201,258,282
2016-10-25,198,258,299
2016-10-26,194,260,296
2016-10-27,213,249,298
2016-10-28,205,262,309
2016-10-29,194,261,300
2016-10-30,214,263,290
2016-10-31,198,268,296
2016-11-01,215,265,292
2016-11-02,197,267,296
2016-11-03,221,253,310
2016-11-04,195,259,308
2016-11-05,213,281,292
2016-11-06,217,257,302
2016-11-07,220,281,303
2016-11-08,199,262,305
2016-11-09,209,272,296
2016-11-10,198,271,302
2016-11-11,223,266,305
2016-11-12,203,257,303
2016-11-13,196,258,299
2016-11-14,220,277,285
2016-11-15,227,258,299
2016-11-16,212,281,294
2016-11-17,218,278,301
2016-11-18,214,257,306
2016-11-19,218,282,306
2016-11-20,230,273,293
2016-11-21,201,273,306
2016-11-22,202,271,289
2016-11-23,227,263,288
2016-11-24,233,281,301
2016-11-25,212,263,302
2016-11-26,220,285,307
2016-11-27,216,264,294
2016-11-28,222,263,298
2016-11-29,226,276,305
2016-11-30,209,280,288
2016-12-01,218,261,291
2016-12-02,219,268,309
2016-12-03,228,268,297
2016-12-04,227,272,298
2016-12-05,234,289,283
2016-12-06,241,267,290
2016-12-07,217,264,296
2016-12-08,232,291,291
2016-12-09,243,265,306
2016-12-10,217,269,292
2016-12-11,222,284,286
2016-12-12,226,276,288
2016-12-13,239,268,293
2016-12-14,226,288,297
2016-12-15,220,287,297
2016-12-16,241,286,283
2016-12-17,223,270,286
2016-12-18,230,273,302
2016-12-19,245,282,290
2016-12-20,227,286,291
2016-12-21,235,278,293
2016-12-22,244,280,283
2016-12-23,257,286,283
2016-12-24,238,268,305
2016-12-25,237,283,312
2016-12-26,256,279,291
2016-12-27,230,266,295
2016-12-28,237,283,312
2016-12-29,234,270,294
2016-12-30,261,290,305
2016-12-31,234,278,303
2017-01-01,262,290,304
2017-01-02,265,286,297
2017-01-03,244,286,295
2017-01-04,237,291,302
2017-01-05,257,276,290
2017-01-06,239,292,307
2017-01-07,260,289,298
2017-01-08,245,267,285
2017-01-09,248,286,284
2017-01-10,242,284,298
2017-01-11,261,280,288
2017-01-12,263,277,297
2017-01-13,268,283,286
2017-01-14,255,269,293
2017-01-15,248,293,288
2017-01-16,276,289,294
2017-01-17,273,277,291
2017-01-18,272,281,304
2017-01-19,267,271,304
2017-01-20,269,286,299
2017-01-21,253,282,298
2017-01-22,281,291,289
2017-01-23,268,287,296
2017-01-24,268,281,311
2017-01-25,280,282,298
2017-01-26,274,282,286
2017-01-27,271,266,288
2017-01-28,280,281,282
2017-01-29,264,267,291
2017-01-30,260,288,302
2017-01-31,269,265,296
2017-02-01,275,290,289
2017-02-02,264,278,303
2017-02-03,272,260,299
2017-02-04,288,285,310
2017-02-05,283,272,285
2017-02-06,292,259,304
2017-02-07,270,260,302
2017-02-08,286,263,311
2017-02-09,266,274,306
2017-02-10,293,260,292
2017-02-11,288,278,313
2017-02-12,295,285,294
2017-02-13,288,260,299
2017-02-14,276,267,284
2017-02-15,298,257,305
2017-02-16,295,284,293
2017-02-17,295,281,298
2017-02-18,297,267,289
2017-02-19,286,268,310
2017-02-20,272,270,287
2017-02-21,279,266,305
2017-02-22,274,268,290
2017-02-23,289,256,295
2017-02-24,274,278,290
2017-02-25,284,274,297
2017-02-26,301,255,291
2017-02-27,297,274,290
2017-02-28,293,250,289
2017-03-01,298,255,294
2017-03-02,305,258,310
2017-03-03,303,252,292
2017-03-04,284,249,289
2017-03-05,301,251,296
2017-03-06,286,251,288
2017-03-07,291,250,293
2017-03-08,302,246,311
2017-03-09,310,270,313
2017-03-10,289,263,303
2017-03-11,290,265,291
2017-03-12,295,262,310
2017-03-13,284,247,312
2017-03-14,293,270,308
2017-03-15,283,273,289
2017-03-16,306,260,292
2017-03-17,298,245,299
2017-03-18,311,250,302
2017-03-19,306,269,293
2017-03-20,289,244,306
2017-03-21,287,258,287
2017-03-22,312,252,307
2017-03-23,312,242,300
2017-03-24,296,254,302
2017-03-25,311,239,295
2017-03-26,305,248,294
2017-03-27,313,242,298
2017-03-28,301,255,291
2017-03-29,285,249,309
2017-03-30,291,239,300
2017-03-31,304,247,294
2017-04-01,299,259,291
2017-04-02,286,257,308
2017-04-03,301,241,297
2017-04-04,296,255,307
2017-04-05,285,256,312
2017-04-06,296,253,312
2017-04-07,291,260,295
2017-04-08,286,242,307
2017-04-09,310,252,302
2017-04-10,308,252,294
2017-04-11,289,258,310
2017-04-12,286,238,307
2017-04-13,295,245,304
2017-04-14,286,230,286
2017-04-15,292,247,288
2017-04-16,307,236,295
2017-04-17,282,253,290
2017-04-18,301,230,302
2017-04-19,282,244,291
2017-04-20,303,249,309
2017-04-21,296,234,306
2017-04-22,285,227,303
2017-04-23,310,225,310
2017-04-24,291,231,311
2017-04-25,306,251,287
2017-04-26,294,231,298
2017-04-27,279,225,301
2017-04-28,283,223,299
2017-04-29,290,231,306
2017-04-30,301,240,309
2017-05-01,285,226,310
2017-05-02,297,237,309
2017-05-03,289,239,287
2017-05-04,280,232,302
2017-05-05,282,220,297
2017-05-06,278,220,291
2017-05-07,295,241,312
2017-05-08,296,240,288
2017-05-09,278,222,295
2017-05-10,274,233,313
2017-05-11,286,231,305
2017-05-12,294,221,285
2017-05-13,272,216,303
2017-05-14,293,232,303
2017-05-15,273,216,288
2017-05-16,289,220,285
2017-05-17,290,214,306
2017-05-18,272,224,311
2017-05-19,294,218,301
2017-05-20,276,229,287
2017-05-21,268,214,313
2017-05-22,284,215,291
2017-05-23,285,211,308
2017-05-24,283,211,302
2017-05-25,274,222,315
2017-05-26,281,212,286
2017-05-27,274,228,306
2017-05-28,265,227,285
2017-05-29,291,232,309
2017-05-30,275,212,312
2017-05-31,280,236,285
2017-06-01,284,237,301
2017-06-02,289,218,312
2017-06-03,277,235,301
2017-06-04,263,231,286
2017-06-05,281,223,289
2017-06-06,264,229,285
2017-06-07,264,220,296
2017-06-08,282,213,293
2017-06-09,266,225,312
2017-06-10,255,220,306
2017-06-11,266,227,299
2017-06-12,258,218,312
2017-06-13,265,232,313
2017-06-14,271,214,306
2017-06-15,268,216,285
2017-06-16,260,227,297
2017-06-17,260,236,300
2017-06-18,248,206,294
2017-06-19,261,218,309
2017-06-20,266,206,288
2017-06-21,273,217,294
2017-06-22,256,211,288
2017-06-23,255,209,297
2017-06-24,266,222,296
2017-06-25,261,218,304
2017-06-26,264,211,285
2017-06-27,249,208,299
2017-06-28,256,211,298
2017-06-29,267,217,301
2017-06-30,264,226,313
2017-07-01,255,220,288
2017-07-02,235,210,286
2017-07-03,251,227,305
2017-07-04,259,232,313
2017-07-05,239,235,312
2017-07-06,242,226,297
2017-07-07,251,221,302
2017-07-08,242,227,290
2017-07-09,259,223,306
2017-07-10,232,233,305
2017-07-11,255,205,299
2017-07-12,235,228,290
2017-07-13,242,222,286
2017-07-14,254,217,315
2017-07-15,253,232,302
2017-07-16,223,225,302
2017-07-17,251,228,303
2017-07-18,251,231,307
2017-07-19,238,214,306
2017-07-20,248,229,314
2017-07-21,237,209,290
2017-07-22,232,227,289
2017-07-23,225,236,288
2017-07-24,236,211,294
2017-07-25,228,237,315
2017-07-26,226,218,308
2017-07-27,239,219,311
2017-07-28,223,232,315
2017-07-29,228,220,300
2017-07-30,212,238,311
2017-07-31,232,209,289
2017-08-01,226,223,294
2017-08-02,234,221,312
2017-08-03,225,210,292
2017-08-04,215,229,305
2017-08-05,226,224,301
2017-08-06,218,214,307
2017-08-07,225,238,289
2017-08-08,216,240,315
2017-08-09,206,227,301
2017-08-10,205,227,295
2017-08-11,233,221,286
2017-08-12,216,214,298
2017-08-13,220,231,290
2017-08-14,209,215,292
2017-08-15,220,233,291
2017-08-16,226,240,287
2017-08-17,225,237,310
2017-08-18,207,225,310
2017-08-19,225,226,315
2017-08-20,209,233,308
2017-08-21,222,245,292
2017-08-22,205,245,310
2017-08-23,210,219,315
2017-08-24,222,218,297
2017-08-25,201,233,297
2017-08-26,199,239,286
2017-08-27,218,228,288
2017-08-28,209,240,312
2017-08-29,207,230,290
2017-08-30,196,222,314
2017-08-31,210,236,295
2017-09-01,195,220,305
2017-09-02,198,223,299
2017-09-03,204,234,303
2017-09-04,192,226,309
2017-09-05,205,230,300
2017-09-06,213,242,290
2017-09-07,218,252,290
2017-09-08,191,236,304
2017-09-09,213,231,290
2017-09-10,194,248,302
2017-09-11,191,252,313
2017-09-12,192,246,310
2017-09-13,189,249,316
2017-09-14,194,248,314
2017-09-15,213,231,289
2017-09-16,192,252,306
2017-09-17,202,253,317
2017-09-18,199,241,300
2017-09-19,205,254,295
2017-09-20,204,231,287
2017-09-21,206,257,309
2017-09-22,206,231,294
2017-09-23,213,251,312
2017-09-24,200,240,314
2017-09-25,195,251,288
2017-09-26,191,241,309
2017-09-27,190,235,303
2017-09-28,187,253,305
2017-09-29,191,250,316
2017-09-30,188,264,315
2017-10-01,190,239,310
2017-10-02,208,237,293
2017-10-03,188,255,306
2017-10-04,199,253,294
2017-10-05,186,263,305
2017-10-06,215,265,317
2017-10-07,200,258,299
2017-10-08,187,268,294
2017-10-09,188,252,317
2017-10-10,202,249,315
2017-10-11,199,270,295
2017-10-12,208,246,315
2017-10-13,199,253,302
2017-10-14,200,242,307
2017-10-15,192,244,306
2017-10-16,208,248,309
2017-10-17,206,257,293
2017-10-18,211,246,299
2017-10-19,215,250,291
2017-10-20,216,247,313
2017-10-21,189,261,311
2017-10-22,195,261,292
2017-10-23,201,274,297
2017-10-24,197,264,307
2017-10-25,215,266,317
2017-10-26,211,253,310
2017-10-27,203,250,294
2017-10-28,212,264,297
2017-10-29,208,261,300
2017-10-30,201,253,315
2017-10-31,206,253,293
2017-11-01,209,274,305
2017-11-02,206,272,293
2017-11-03,218,264,308
2017-11-04,214,261,308
2017-11-05,216,265,313
2017-11-06,210,276,317
2017-11-07,218,283,301
2017-11-08,223,268,293
2017-11-09,216,279,297
2017-11-10,221,255,308
2017-11-11,221,271,293
2017-11-12,215,270,311
2017-11-13,202,286,294
2017-11-14,216,277,315
2017-11-15,210,261,305
2017-11-16,216,284,309
2017-11-17,206,283,300
2017-11-18,230,260,289
2017-11-19,223,273,302
2017-11-20,223,269,318
2017-11-21,216,272,308
2017-11-22,217,283,298
2017-11-23,224,280,313
2017-11-24,223,287,315
2017-11-25,226,285,310
2017-11-26,222,285,295
2017-11-27,227,271,293
2017-11-28,222,268,310
2017-11-29,240,290,288
2017-11-30,220,288,312
2017-12-01,235,279,307
2017-12-02,224,267,310
2017-12-03,243,274,313
2017-12-04,242,262,309
2017-12-05,232,271,311
2017-12-06,220,278,293
2017-12-07,242,280,302
2017-12-08,228,264,314
2017-12-09,236,283,304
2017-12-10,237,273,317
2017-12-11,226,287,297
2017-12-12,229,284,319
2017-12-13,243,281,290
2017-12-14,250,276,305
2017-12-15,230,287,292
2017-12-16,249,277,299
2017-12-17,227,274,309
2017-12-18,254,283,298
2017-12-19,234,267,307
2017-12-20,239,266,300
2017-12-21,249,293,316
2017-12-22,241,291,290
2017-12-23,245,290,313
2017-12-24,236,277,295
2017-12-25,256,277,315
2017-12-26,239,275,308
2017-12-27,238,287,310
2017-12-28,258,280,318
2017-12-29,265,282,295
2017-12-30,239,282,300
2017-12-31,239,267,309
2018-01-01,254,290,308
2018-01-02,263,294,298
2018-01-03,253,293,293
2018-01-04,257,281,301
2018-01-05,262,288,318
2018-01-06,249,287,309
2018-01-07,258,277,312
2018-01-08,253,271,300
2018-01-09,258,285,295
2018-01-10,265,274,298
2018-01-11,252,294,311
2018-01-12,273,289,317
2018-01-13,272,277,309
2018-01-14,274,271,304
2018-01-15,264,284,304
2018-01-16,255,275,315
2018-01-17,257,286,290
2018-01-18,276,264,295
2018-01-19,274,288,293
2018-01-20,270,282,296
2018-01-21,281,277,315
2018-01-22,271,277,318
2018-01-23,271,285,300
2018-01-24,278,272,318
2018-01-25,286,288,313
2018-01-26,265,273,305
2018-01-27,267,288,312
2018-01-28,266,265,304
2018-01-29,268,290,312
2018-01-30,290,285,317
2018-01-31,280,280,306
2018-02-01,285,262,292
2018-02-02,269,290,291
2018-02-03,294,269,314
2018-02-04,276,270,303
2018-02-05,275,261,305
2018-02-06,267,268,308
2018-02-07,268,271,302
2018-02-08,272,280,317
2018-02-09,297,273,301
2018-02-10,299,289,308
2018-02-11,290,266,320
2018-02-12,291,275,305
2018-02-13,292,271,313
2018-02-14,285,283,297
2018-02-15,274,274,314
2018-02-16,289,266,295
2018-02-17,275,283,318
2018-02-18,304,256,315
2018-02-19,284,267,303
2018-02-20,295,266,309
2018-02-21,304,273,312
2018-02-22,284,283,319
2018-02-23,292,279,292
2018-02-24,285,256,309
2018-02-25,305,264,310
2018-02-26,303,254,295
2018-02-27,283,263,319
2018-02-28,306,279,302
2018-03-01,307,276,309
2018-03-02,301,264,296
2018-03-03,308,265,320
2018-03-04,310,279,310
2018-03-05,297,269,308
2018-03-06,302,268,303
2018-03-07,312,266,319
2018-03-08,289,258,292
2018-03-09,302,254,306
2018-03-10,289,247,298
2018-03-11,303,271,295
2018-03-12,311,246,299
2018-03-13,288,256,312
2018-03-14,301,262,307
2018-03-15,302,260,313
2018-03-16,286,264,292
2018-03-17,312,272,300
2018-03-18,295,259,321
2018-03-19,310,269,320
2018-03-20,290,268,296
2018-03-21,305,247,315
2018-03-22,301,253,307
2018-03-23,306,255,294
2018-03-24,315,247,309
2018-03-25,288,260,295
2018-03-26,298,243,311
2018-03-27,316,266,318
2018-03-28,289,266,310
2018-03-29,315,261,309
2018-03-30,310,265,296
2018-03-31,292,263,300
2018-04-01,299,262,297
2018-04-02,294,251,321
2018-04-03,293,248,315
2018-04-04,313,246,303
2018-04-05,296,260,295
2018-04-06,295,247,298
2018-04-07,301,240,309
2018-04-08,315,237,295
2018-04-09,305,232,308
2018-04-10,313,237,307
2018-04-11,301,249,316
2018-04-12,309,240,311
2018-04-13,312,257,297
2018-04-14,288,251,301
2018-04-15,296,251,321
2018-04-16,298,253,298
2018-04-17,313,258,318
2018-04-18,313,234,293
2018-04-19,289,250,311
2018-04-20,305,234,316
2018-04-21,297,228,310
2018-04-22,306,248,308
2018-04-23,299,245,313
2018-04-24,308,229,316
2018-04-25,286,233,303
2018-04-26,290,241,306
2018-04-27,311,231,319
2018-04-28,291,228,306
2018-04-29,291,227,303
2018-04-30,304,234,303
2018-05-01,308,236,310
2018-05-02,300,233,302
2018-05-03,299,230,319
2018-05-04,293,225,316
2018-05-05,289,228,305
2018-05-06,299,240,305
2018-05-07,285,234,294
2018-05-08,281,242,316
2018-05-09,307,226,308
2018-05-10,299,234,300
2018-05-11,286,241,296
2018-05-12,297,241,297
2018-05-13,289,229,298
2018-05-14,295,229,293
2018-05-15,277,234,319
2018-05-16,298,227,318
2018-05-17,296,220,318
2018-05-18,302,230,300
2018-05-19,291,236,303
2018-05-20,284,215,309
2018-05-21,299,232,298
2018-05-22,273,239,304
2018-05-23,285,237,310
2018-05-24,296,227,293
2018-05-25,294,236,321
2018-05-26,289,222,294
2018-05-27,276,222,316
2018-05-28,267,227,315
2018-05-29,286,230,318
2018-05-30,284,229,318
2018-05-31,282,227,308
2018-06-01,286,228,319
2018-06-02,266,223,311
2018-06-03,272,227,321
2018-06-04,288,230,303
2018-06-05,271,231,306
2018-06-06,276,230,311
2018-06-07,259,216,293
2018-06-08,270,227,306
2018-06-09,277,236,294
2018-06-10,280,233,320
2018-06-11,278,231,313
2018-06-12,280,222,310
2018-06-13,263,208,302
2018-06-14,278,212,296
2018-06-15,253,229,298
2018-06-16,266,212,321
2018-06-17,259,226,296
2018-06-18,257,226,307
2018-06-19,265,232,315
2018-06-20,253,232,313
2018-06-21,270,212,320
2018-06-22,271,237,303
2018-06-23,271,237,320
2018-06-24,262,212,319
2018-06-25,253,219,318
2018-06-26,256,229,293
2018-06-27,265,217,299
2018-06-28,245,235,301
2018-06-29,245,233,320
2018-06-30,264,231,322
2018-07-01,252,212,316
2018-07-02,264,209,323
2018-07-03,257,228,322
2018-07-04,258,212,319
2018-07-05,258,215,305
2018-07-06,258,207,307
2018-07-07,240,214,298
2018-07-08,238,234,321
2018-07-09,237,209,300
2018-07-10,232,213,304
2018-07-11,258,229,319
2018-07-12,255,211,300
2018-07-13,233,222,295
2018-07-14,234,229,309
2018-07-15,252,234,314
2018-07-16,231,210,297
2018-07-17,245,215,322
2018-07-18,248,223,301
2018-07-19,243,209,303
2018-07-20,237,208,293
2018-07-21,224,210,296
2018-07-22,252,232,318
2018-07-23,236,239,315
2018-07-24,226,234,317
2018-07-25,223,211,319
2018-07-26,232,238,313
2018-07-27,241,225,313
2018-07-28,226,217,315
2018-07-29,240,238,299
2018-07-30,232,235,311
2018-07-31,242,239,304
2018-08-01,215,215,317
2018-08-02,237,218,299
2018-08-03,214,233,315
2018-08-04,241,228,301
2018-08-05,234,240,312
2018-08-06,229,241,293
2018-08-07,225,220,304
2018-08-08,224,235,318
2018-08-09,214,230,319
2018-08-10,222,223,304
2018-08-11,236,223,318
2018-08-12,219,242,321
2018-08-13,215,226,300
2018-08-14,216,218,310
2018-08-15,213,237,304
2018-08-16,219,224,296
2018-08-17,229,220,308
2018-08-18,204,240,305
2018-08-19,230,224,302
2018-08-20,211,236,296
2018-08-21,211,238,301
2018-08-22,225,228,318
2018-08-23,224,235,312
2018-08-24,228,230,294
2018-08-25,226,231,308
2018-08-26,220,232,323
2018-08-27,199,235,317
2018-08-28,202,231,296
2018-08-29,220,226,310
2018-08-30,200,224,311
2018-08-31,197,250,304
2018-09-01,203,239,296
2018-09-02,220,234,297
2018-09-03,215,236,323
2018-09-04,211,241,311
2018-09-05,197,231,313
2018-09-06,202,237,295
2018-09-07,218,255,296
2018-09-08,203,237,294
2018-09-09,215,243,307
2018-09-10,208,249,299
2018-09-11,200,246,304
2018-09-12,216,239,296
2018-09-13,210,245,319
2018-09-14,199,249,297
2018-09-15,218,230,310
2018-09-16,207,247,310
2018-09-17,221,254,302
2018-09-18,208,260,305
2018-09-19,218,250,307
2018-09-20,215,241,316
2018-09-21,195,238,302
2018-09-22,210,236,305
2018-09-23,190,250,306
2018-09-24,203,236,302
2018-09-25,203,244,320
2018-09-26,194,235,322
2018-09-27,213,257,324
2018-09-28,201,258,302
2018-09-29,203,259,304
2018-09-30,197,255,311
2018-10-01,217,248,322
2018-10-02,217,261,314
2018-10-03,202,244,309
2018-10-04,198,250,304
2018-10-05,210,269,313
2018-10-06,205,258,302
2018-10-07,190,260,313
2018-10-08,217,245,304
2018-10-09,211,246,314
2018-10-10,207,265,324
2018-10-11,207,259,297
2018-10-12,208,268,321
2018-10-13,201,256,319
2018-10-14,212,251,312
2018-10-15,193,261,300
2018-10-16,206,274,309
2018-10-17,192,269,302
2018-10-18,205,246,313
2018-10-19,212,254,298
2018-10-20,208,258,312
2018-10-21,213,277,322
2018-10-22,213,248,324
2018-10-23,208,248,308
2018-10-24,200,267,320
2018-10-25,216,264,323
2018-10-26,224,272,325
2018-10-27,199,280,317
2018-10-28,200,257,321
2018-10-29,222,259,296
2018-10-30,218,260,296
2018-10-31,202,277,321
2018-11-01,204,253,299
2018-11-02,203,253,312
2018-11-03,222,271,299
2018-11-04,223,268,302
2018-11-05,225,279,306
2018-11-06,214,283,322
2018-11-07,208,276,308
2018-11-08,201,270,298
2018-11-09,210,286,319
2018-11-10,203,271,319
2018-11-11,231,265,320
2018-11-12,232,260,313
2018-11-13,231,284,310
2018-11-14,231,267,325
2018-11-15,228,263,321
2018-11-16,235,259,318
2018-11-17,216,287,316
2018-11-18,231,284,324
2018-11-19,220,260,323
2018-11-20,231,273,316
2018-11-21,210,276,314
2018-11-22,213,263,305
2018-11-23,217,273,306
2018-11-24,226,272,309
2018-11-25,238,270,307
2018-11-26,238,288,305
2018-11-27,224,285,305
2018-11-28,234,274,298
2018-11-29,223,277,303
2018-11-30,219,266,300
2018-12-01,228,281,315
2018-12-02,231,275,317
2018-12-03,227,294,307
2018-12-04,219,265,308
2018-12-05,227,283,322
2018-12-06,219,278,317
2018-12-07,220,283,320
2018-12-08,235,280,318
2018-12-09,235,293,306
2018-12-10,235,266,322
2018-12-11,224,285,306
2018-12-12,242,287,301
2018-12-13,236,295,323
2018-12-14,232,293,306
2018-12-15,226,275,312
2018-12-16,247,272,311
2018-12-17,229,275,316
2018-12-18,237,290,297
2018-12-19,257,297,296
2018-12-20,233,273,317
2018-12-21,244,269,299
2018-12-22,251,275,311
2018-12-23,252,267,299
2018-12-24,264,296,303
2018-12-25,241,287,321
2018-12-26,260,279,301
2018-12-27,262,297,299
2018-12-28,262,287,299
2018-12-29,248,277,322
2018-12-30,249,295,317
2018-12-31,266,281,325
2019-01-01,241,282,297
2019-01-02,256,281,305
2019-01-03,260,282,305
2019-01-04,269,269,299
2019-01-05,246,285,323
2019-01-06,269,280,324
2019-01-07,259,275,316
2019-01-08,272,272,310
2019-01-09,256,269,314
2019-01-10,260,276,298
2019-01-11,265,289,303
2019-01-12,263,273,317
2019-01-13,275,297,317
2019-01-14,252,284,326
2019-01-15,265,281,298
2019-01-16,257,295,310
2019-01-17,264,280,303
2019-01-18,281,279,301
2019-01-19,267,275,316
2019-01-20,287,270,303
2019-01-21,262,291,326
2019-01-22,271,293,316
2019-01-23,284,294,312
2019-01-24,268,275,315
2019-01-25,292,292,307
2019-01-26,282,283,325
2019-01-27,290,272,297
2019-01-28,291,286,313
2019-01-29,272,279,325
2019-01-30,277,288,316
2019-01-31,278,289,313
2019-02-01,276,269,322
2019-02-02,281,266,308
2019-02-03,293,292,307
2019-02-04,272,274,314
2019-02-05,279,290,308
2019-02-06,272,283,298
2019-02-07,282,287,302
2019-02-08,277,282,311
2019-02-09,281,272,327
2019-02-10,301,270,325
2019-02-11,300,283,298
2019-02-12,283,278,312
2019-02-13,275,274,312
2019-02-14,297,272,309
2019-02-15,280,272,314
2019-02-16,301,283,326
2019-02-17,278,282,321
2019-02-18,285,278,311
2019-02-19,284,263,327
2019-02-20,279,287,303
2019-02-21,291,264,322
2019-02-22,306,284,304
2019-02-23,281,271,326
2019-02-24,303,268,299
2019-02-25,308,272,304
2019-02-26,310,267,324
2019-02-27,302,260,302
2019-02-28,294,269,300
2019-03-01,287,277,310
2019-03-02,293,271,327
2019-03-03,310,271,326
2019-03-04,311,278,315
2019-03-05,314,259,324
2019-03-06,291,267,314
2019-03-07,316,266,328
2019-03-08,290,278,310
2019-03-09,309,280,314
2019-03-10,314,255,317
2019-03-11,316,260,323
2019-03-12,312,263,308
2019-03-13,314,267,310
2019-03-14,289,273,318
2019-03-15,298,265,328
2019-03-16,293,270,312
2019-03-17,293,274,324
2019-03-18,311,256,302
2019-03-19,305,257,303
2019-03-20,310,250,299
2019-03-21,310,250,308
2019-03-22,290,269,312
2019-03-23,294,273,323
2019-03-24,308,249,324
2019-03-25,294,260,312
2019-03-26,303,257,308
2019-03-27,291,250,317
2019-03-28,297,263,326
2019-03-29,306,254,300
2019-03-30,314,251,320
2019-03-31,313,262,305
2019-04-01,302,250,322
2019-04-02,319,248,316
2019-04-03,306,237,319
2019-04-04,308,252,304
2019-04-05,311,246,310
2019-04-06,298,257,304
2019-04-07,298,265,315
2019-04-08,316,255,305
2019-04-09,291,242,322
2019-04-10,296,261,306
2019-04-11,291,260,305
2019-04-12,319,258,302
2019-04-13,292,247,304
2019-04-14,312,235,306
2019-04-15,309,232,320
2019-04-16,318,254,320
2019-04-17,293,250,308
2019-04-18,291,250,328
2019-04-19,311,254,313
2019-04-20,295,231,327
2019-04-21,309,240,304
2019-04-22,297,234,311
2019-04-23,317,231,311
2019-04-24,314,250,312
2019-04-25,288,226,308
2019-04-26,313,254,301
2019-04-27,289,240,316
2019-04-28,287,229,308
2019-04-29,302,230,318
2019-04-30,290,238,309
2019-05-01,294,251,300
2019-05-02,304,231,302
2019-05-03,312,249,305
2019-05-04,293,249,307
2019-05-05,312,246,326
2019-05-06,306,244,313
2019-05-07,292,250,310
2019-05-08,308,229,317
2019-05-09,307,243,321
2019-05-10,299,225,308
2019-05-11,283,221,315
2019-05-12,308,219,313
2019-05-13,288,247,308
2019-05-14,300,245,326
2019-05-15,308,219,307
2019-05-16,307,228,312
2019-05-17,281,225,329
2019-05-18,302,243,310
2019-05-19,291,217,305
2019-05-20,283,216,313
2019-05-21,300,239,321
2019-05-22,303,217,309
2019-05-23,281,224,319
2019-05-24,284,238,320
2019-05-25,297,223,328
2019-05-26,287,218,324
2019-05-27,295,236,315
2019-05-28,284,230,322
2019-05-29,269,241,324
2019-05-30,277,225,315
2019-05-31,277,232,321
2019-06-01,278,231,301
2019-06-02,277,236,316
2019-06-03,278,219,326
2019-06-04,275,233,319
2019-06-05,265,212,315
2019-06-06,265,237,305
2019-06-07,272,227,313
2019-06-08,290,221,314
2019-06-09,268,238,302
2019-06-10,288,216,313
2019-06-11,266,218,317
2019-06-12,260,234,300
2019-06-13,259,223,304
2019-06-14,266,228,305
2019-06-15,267,238,324
2019-06-16,272,228,313
2019-06-17,260,214,314
2019-06-18,282,222,319
2019-06-19,271,227,316
2019-06-20,279,214,325
2019-06-21,278,215,307
2019-06-22,254,228,323
2019-06-23,277,214,304
2019-06-24,279,212,320
2019-06-25,263,212,305
2019-06-26,275,231,301
2019-06-27,276,231,309
2019-06-28,251,226,322
2019-06-29,264,237,301
2019-06-30,246,217,304
2019-07-01,262,233,300
2019-07-02,261,220,323
2019-07-03,257,236,315
2019-07-04,255,229,321
2019-07-05,249,220,305
2019-07-06,241,233,300
2019-07-07,253,227,315
2019-07-08,248,216,311
2019-07-09,258,215,314
2019-07-10,259,220,301
2019-07-11,238,218,326
2019-07-12,237,231,318
2019-07-13,239,214,300
2019-07-14,254,238,324
2019-07-15,258,234,324
2019-07-16,254,229,323
2019-07-17,239,209,321
2019-07-18,257,213,306
2019-07-19,251,213,323
2019-07-20,251,227,328
2019-07-21,227,225,304
2019-07-22,227,226,309
2019-07-23,240,225,318
2019-07-24,246,231,313
2019-07-25,253,227,312
2019-07-26,245,213,315
